Fecha,Nombre,Edad,Genero,Tipo,Afinidad_E,Afinidad_I,Afinidad_S,Afinidad_N,Afinidad_T,Afinidad_F,Afinidad_J,Afinidad_P,Score_EI,Score_SN,Score_TF,Score_JP
2026-05-29 12:12,delfi,45,F,ESFP,70.0,30.0,60.0,40.0,45.0,55.0,30.0,70.0,4,2,-1,-4
